Latitude (decimal degrees):	-27.431
Longitude (decimal degrees):	32.066
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230412:1003,13.74,329.46,13.82,53.79,25.4,4.14,0.0
20230412:1103,73.22,190.15,20.06,50.08,26.14,4.14,0.0
20230412:1203,61.09,144.28,17.78,42.07,27.13,4.34,0.0
20230412:1303,31.7,106.81,13.47,31.52,27.9,4.28,0.0
20230412:1403,0.0,79.9,3.02,19.58,27.8,3.79,0.0
20230412:1503,0.0,34.91,1.32,6.88,26.98,3.52,0.0
20230412:1603,0.0,0.0,0.0,0.0,25.18,3.24,0.0
20230412:1703,0.0,0.0,0.0,0.0,23.64,3.38,0.0
20230412:1803,0.0,0.0,0.0,0.0,22.47,3.38,0.0
20230412:1903,0.0,0.0,0.0,0.0,21.45,3.38,0.0
20230412:2003,0.0,0.0,0.0,0.0,20.81,3.1,0.0
20230412:2103,0.0,0.0,0.0,0.0,20.41,2.9,0.0
20230412:2203,0.0,0.0,0.0,0.0,20.08,2.76,0.0
20230412:2303,0.0,0.0,0.0,0.0,19.85,2.83,0.0
20230413:0003,0.0,0.0,0.0,0.0,19.65,2.97,0.0
20230413:0103,0.0,0.0,0.0,0.0,19.51,3.17,0.0
20230413:0203,0.0,0.0,0.0,0.0,19.41,3.31,0.0
20230413:0303,0.0,0.0,0.0,0.0,19.28,3.17,0.0
20230413:0403,0.0,0.0,0.0,0.0,19.07,2.97,0.0
20230413:0503,0.0,53.53,2.02,11.1,19.54,2.48,0.0
20230413:0603,6.43,60.85,10.37,23.56,22.08,3.1,0.0
20230413:0703,52.51,66.62,16.28,35.08,24.55,3.24,0.0
20230413:0803,97.88,60.16,21.18,44.88,27.36,3.38,0.0
20230413:0903,121.5,67.67,23.67,51.58,29.86,3.45,0.0
20230413:1003,124.31,76.14,24.08,53.42,31.88,3.52,0.0
20230413:1103,108.92,79.72,22.55,49.72,33.31,3.45,0.0
20230413:1203,81.17,67.34,19.45,41.75,34.17,3.38,0.0
20230413:1303,34.65,72.34,14.15,31.23,34.49,3.24,0.0
20230413:1403,0.0,69.04,2.61,19.32,34.16,3.03,0.0
20230413:1503,0.0,31.03,1.17,6.64,32.76,2.55,0.0
20230413:1603,0.0,0.0,0.0,0.0,30.29,2.62,0.0
20230413:1703,0.0,0.0,0.0,0.0,28.28,2.48,0.0
20230413:1803,0.0,0.0,0.0,0.0,26.69,2.62,0.0
20230413:1903,0.0,0.0,0.0,0.0,25.17,2.69,0.0
20230413:2003,0.0,0.0,0.0,0.0,24.28,2.55,0.0
20230413:2103,0.0,0.0,0.0,0.0,23.59,2.62,0.0
20230413:2203,0.0,0.0,0.0,0.0,23.13,2.9,0.0
20230413:2303,0.0,0.0,0.0,0.0,22.87,2.97,0.0
20230414:0003,0.0,0.0,0.0,0.0,22.53,2.62,0.0
20230414:0103,0.0,0.0,0.0,0.0,21.78,2.07,0.0
20230414:0203,0.0,0.0,0.0,0.0,20.9,1.59,0.0
20230414:0303,0.0,0.0,0.0,0.0,20.5,1.1,0.0
20230414:0403,0.0,0.0,0.0,0.0,20.39,0.69,0.0
20230414:0503,0.0,48.1,1.82,10.97,20.35,0.76,0.0
20230414:0603,2.96,55.72,10.37,23.4,22.57,1.59,0.0
20230414:0703,48.64,62.71,16.23,34.88,24.66,3.03,0.0
20230414:0803,90.97,62.6,20.88,44.62,26.4,3.45,0.0
20230414:0903,115.51,67.9,23.49,51.26,27.85,3.66,0.0
20230414:1003,84.58,166.35,21.7,53.06,28.86,3.79,0.0
20230414:1103,48.29,238.46,18.13,49.37,28.43,4.55,0.0
20230414:1203,1.43,226.23,8.11,41.43,27.37,5.66,0.0
20230414:1303,5.54,195.0,8.99,30.95,25.73,5.86,0.0
20230414:1403,0.0,104.73,3.95,19.07,24.73,5.59,0.0
20230414:1503,0.0,22.5,0.85,6.41,23.62,5.31,0.0
20230414:1603,0.0,0.0,0.0,0.0,22.58,5.03,0.0
20230414:1703,0.0,0.0,0.0,0.0,22.0,4.83,0.0
20230414:1803,0.0,0.0,0.0,0.0,21.52,5.03,0.0
20230414:1903,0.0,0.0,0.0,0.0,21.08,5.17,0.0
20230414:2003,0.0,0.0,0.0,0.0,20.65,4.9,0.0
20230414:2103,0.0,0.0,0.0,0.0,20.35,4.62,0.0
20230414:2203,0.0,0.0,0.0,0.0,20.09,4.55,0.0
20230414:2303,0.0,0.0,0.0,0.0,19.64,4.28,0.0
20230415:0003,0.0,0.0,0.0,0.0,19.28,4.0,0.0
20230415:0103,0.0,0.0,0.0,0.0,18.82,3.59,0.0
20230415:0203,0.0,0.0,0.0,0.0,18.52,3.24,0.0
20230415:0303,0.0,0.0,0.0,0.0,18.25,2.83,0.0
20230415:0403,0.0,0.0,0.0,0.0,18.0,2.69,0.0
20230415:0503,0.0,55.86,2.11,10.84,18.26,2.28,0.0
20230415:0603,0.0,135.76,5.13,23.25,19.43,3.17,0.0
20230415:0703,32.32,119.04,14.88,34.68,21.05,3.79,0.0
20230415:0803,58.63,150.73,18.72,44.36,22.15,3.45,0.0
20230415:0903,110.77,67.99,23.55,50.94,23.61,2.97,0.0
20230415:1003,115.24,73.49,24.11,52.7,24.74,2.55,0.0
20230415:1103,97.95,81.93,22.41,49.01,25.43,2.48,0.0
20230415:1203,69.3,72.45,19.18,41.11,25.83,2.55,0.0
20230415:1303,27.38,62.41,14.21,30.67,25.73,2.62,0.0
20230415:1403,0.0,70.6,2.67,18.81,25.2,2.83,0.0
20230415:1503,0.0,28.7,1.08,6.18,23.81,2.9,0.0
20230415:1603,0.0,0.0,0.0,0.0,21.95,2.55,0.0
20230415:1703,0.0,0.0,0.0,0.0,20.47,2.34,0.0
20230415:1803,0.0,0.0,0.0,0.0,19.46,1.86,0.0
20230415:1903,0.0,0.0,0.0,0.0,18.61,1.52,0.0
20230415:2003,0.0,0.0,0.0,0.0,17.49,1.17,0.0
20230415:2103,0.0,0.0,0.0,0.0,16.67,1.31,0.0
20230415:2203,0.0,0.0,0.0,0.0,15.96,1.38,0.0
20230415:2303,0.0,0.0,0.0,0.0,15.65,1.31,0.0
20230416:0003,0.0,0.0,0.0,0.0,15.28,1.31,0.0
20230416:0103,0.0,0.0,0.0,0.0,14.94,1.38,0.0
20230416:0203,0.0,0.0,0.0,0.0,14.8,1.31,0.0
20230416:0303,0.0,0.0,0.0,0.0,14.72,1.31,0.0
20230416:0403,0.0,0.0,0.0,0.0,14.64,1.31,0.0
20230416:0503,0.0,44.22,1.67,10.72,15.7,0.97,0.0
20230416:0603,0.0,76.8,2.9,23.09,19.37,0.9,0.0
20230416:0703,39.48,62.67,16.08,34.48,21.73,0.83,0.0
20230416:0803,80.57,63.07,20.74,44.11,23.51,1.38,0.0
20230416:0903,104.43,68.5,23.29,50.62,25.02,1.52,0.0
20230416:1003,106.93,78.25,23.67,52.34,26.28,1.59,0.0
20230416:1103,86.66,97.62,21.76,48.66,27.28,1.52,0.0
20230416:1203,62.52,76.02,18.8,40.8,27.85,1.66,0.0
20230416:1303,21.66,68.95,13.82,30.39,27.77,1.79,0.0
20230416:1403,0.0,66.72,2.52,18.57,27.38,2.14,0.0
20230416:1503,0.0,27.93,1.05,5.95,26.0,2.83,0.0
20230416:1603,0.0,0.0,0.0,0.0,23.59,3.1,0.0
20230416:1703,0.0,0.0,0.0,0.0,21.89,2.83,0.0
20230416:1803,0.0,0.0,0.0,0.0,20.82,2.34,0.0
20230416:1903,0.0,0.0,0.0,0.0,19.9,1.79,0.0
20230416:2003,0.0,0.0,0.0,0.0,19.2,1.38,0.0
20230416:2103,0.0,0.0,0.0,0.0,18.27,1.31,0.0
20230416:2203,0.0,0.0,0.0,0.0,17.55,1.45,0.0
20230416:2303,0.0,0.0,0.0,0.0,17.0,1.59,0.0
20230417:0003,0.0,0.0,0.0,0.0,16.61,1.66,0.0
20230417:0103,0.0,0.0,0.0,0.0,16.34,1.72,0.0
20230417:0203,0.0,0.0,0.0,0.0,16.12,1.79,0.0
20230417:0303,0.0,0.0,0.0,0.0,15.97,1.86,0.0
20230417:0403,0.0,0.0,0.0,0.0,15.87,1.93,0.0
20230417:0503,0.0,48.1,1.82,10.59,16.63,1.79,0.0
20230417:0603,0.0,84.56,3.19,22.93,19.91,2.76,0.0
20230417:0703,34.45,65.49,15.93,34.28,22.27,3.24,0.0
20230417:0803,75.71,61.85,20.65,43.85,24.77,3.38,0.0
20230417:0903,97.93,71.23,23.08,50.3,27.12,3.38,0.0
20230417:1003,103.9,72.19,23.72,51.98,29.05,3.38,0.0
20230417:1103,92.07,66.37,22.41,48.32,30.43,3.24,0.0
20230417:1203,61.98,60.07,19.13,40.49,31.28,3.1,0.0
20230417:1303,18.48,58.05,13.94,30.11,31.57,2.97,0.0
20230417:1403,0.0,67.49,2.55,18.32,31.25,2.9,0.0
20230417:1503,0.0,27.15,1.03,5.72,29.95,2.48,0.0
20230417:1603,0.0,0.0,0.0,0.0,27.54,2.55,0.0
20230417:1703,0.0,0.0,0.0,0.0,25.5,2.9,0.0
20230417:1803,0.0,0.0,0.0,0.0,23.82,2.83,0.0
20230417:1903,0.0,0.0,0.0,0.0,22.17,2.55,0.0
20230417:2003,0.0,0.0,0.0,0.0,21.26,2.34,0.0
20230417:2103,0.0,0.0,0.0,0.0,20.58,2.21,0.0
20230417:2203,0.0,0.0,0.0,0.0,20.0,2.14,0.0
20230417:2303,0.0,0.0,0.0,0.0,19.47,2.07,0.0
20230418:0003,0.0,0.0,0.0,0.0,18.93,2.07,0.0
20230418:0103,0.0,0.0,0.0,0.0,18.36,2.0,0.0
20230418:0203,0.0,0.0,0.0,0.0,17.75,1.93,0.0
20230418:0303,0.0,0.0,0.0,0.0,17.19,1.79,0.0
20230418:0403,0.0,0.0,0.0,0.0,16.7,1.79,0.0
20230418:0503,0.0,46.55,1.76,10.46,17.18,1.59,0.0
20230418:0603,0.0,79.9,3.02,22.77,21.23,2.0,0.0
20230418:0703,31.64,57.3,16.17,34.08,23.94,2.07,0.0
20230418:0803,71.61,60.04,20.74,43.59,26.56,2.28,0.0
20230418:0903,93.76,69.96,23.17,49.98,28.8,2.34,0.0
20230418:1003,99.68,70.4,23.78,51.63,30.51,2.28,0.0
20230418:1103,87.76,64.58,22.46,47.97,31.63,2.0,0.0
20230418:1203,57.5,58.33,19.16,40.18,32.21,1.79,0.0
20230418:1303,14.4,54.01,14.03,29.84,32.27,1.72,0.0
20230418:1403,0.0,68.27,2.58,18.07,31.73,1.86,0.0
20230418:1503,0.0,25.6,0.97,5.5,30.08,2.14,0.0
20230418:1603,0.0,0.0,0.0,0.0,27.41,2.34,0.0
20230418:1703,0.0,0.0,0.0,0.0,25.3,2.41,0.0
20230418:1803,0.0,0.0,0.0,0.0,23.69,2.28,0.0
20230418:1903,0.0,0.0,0.0,0.0,22.21,2.21,0.0
20230418:2003,0.0,0.0,0.0,0.0,21.15,2.07,0.0
20230418:2103,0.0,0.0,0.0,0.0,20.28,2.0,0.0
20230418:2203,0.0,0.0,0.0,0.0,19.49,1.86,0.0
20230418:2303,0.0,0.0,0.0,0.0,18.78,1.79,0.0
20230419:0003,0.0,0.0,0.0,0.0,18.12,1.79,0.0
20230419:0103,0.0,0.0,0.0,0.0,17.68,1.72,0.0
20230419:0203,0.0,0.0,0.0,0.0,17.28,1.66,0.0
20230419:0303,0.0,0.0,0.0,0.0,16.97,1.52,0.0
20230419:0403,0.0,0.0,0.0,0.0,16.87,1.45,0.0
20230419:0503,0.0,46.55,1.76,10.33,17.39,1.24,0.0
20230419:0603,0.0,76.8,2.9,22.62,20.77,1.52,0.0
20230419:0703,27.21,56.09,16.08,33.88,23.31,2.0,0.0
20230419:0803,66.63,58.93,20.62,43.34,25.57,2.28,0.0
20230419:0903,88.72,68.8,23.05,49.66,27.5,2.28,0.0
20230419:1003,94.57,69.22,23.67,51.28,29.06,2.21,0.0
20230419:1103,82.47,63.98,22.35,47.63,30.08,2.07,0.0
20230419:1203,51.68,59.91,18.92,39.87,30.55,2.14,0.0
20230419:1303,9.67,55.65,13.82,29.57,30.52,2.41,0.0
20230419:1403,0.0,65.94,2.49,17.83,29.83,2.69,0.0
20230419:1503,0.0,24.05,0.91,5.28,28.17,2.62,0.0
20230419:1603,0.0,0.0,0.0,0.0,25.63,3.03,0.0
20230419:1703,0.0,0.0,0.0,0.0,23.69,3.31,0.0
20230419:1803,0.0,0.0,0.0,0.0,22.26,3.1,0.0
20230419:1903,0.0,0.0,0.0,0.0,21.38,2.76,0.0
20230419:2003,0.0,0.0,0.0,0.0,20.59,2.48,0.0
20230419:2103,0.0,0.0,0.0,0.0,19.92,2.34,0.0
20230419:2203,0.0,0.0,0.0,0.0,19.38,2.21,0.0
20230419:2303,0.0,0.0,0.0,0.0,18.95,2.21,0.0
20230420:0003,0.0,0.0,0.0,0.0,18.6,2.14,0.0
20230420:0103,0.0,0.0,0.0,0.0,18.33,2.14,0.0
20230420:0203,0.0,0.0,0.0,0.0,18.08,2.21,0.0
20230420:0303,0.0,0.0,0.0,0.0,17.85,2.21,0.0
20230420:0403,0.0,0.0,0.0,0.0,17.62,2.28,0.0
20230420:0503,0.0,45.77,1.73,10.2,17.96,2.21,0.0
20230420:0603,0.0,74.47,2.81,22.46,20.25,3.1,0.0
20230420:0703,22.54,56.47,15.9,33.68,22.57,3.79,0.0
20230420:0803,62.03,56.13,20.5,43.08,24.93,4.21,0.0
20230420:0903,82.93,68.76,22.79,49.35,27.08,4.41,0.0
20230420:1003,88.68,69.14,23.4,50.93,28.89,4.48,0.0
20230420:1103,76.63,63.89,22.08,47.3,30.23,4.62,0.0
20230420:1203,46.85,57.64,18.77,39.57,31.06,4.62,0.0
20230420:1303,5.19,55.44,13.62,29.31,31.28,4.69,0.0
20230420:1403,0.0,66.72,2.52,17.6,30.73,4.62,0.0
20230420:1503,0.0,24.05,0.91,5.06,29.16,3.93,0.0
20230420:1603,0.0,0.0,0.0,0.0,26.85,3.86,0.0
20230420:1703,0.0,0.0,0.0,0.0,25.1,3.86,0.0
20230420:1803,0.0,0.0,0.0,0.0,23.9,3.72,0.0
20230420:1903,0.0,0.0,0.0,0.0,23.2,3.31,0.0
20230420:2003,0.0,0.0,0.0,0.0,22.59,3.17,0.0
20230420:2103,0.0,0.0,0.0,0.0,22.16,3.17,0.0
20230420:2203,0.0,0.0,0.0,0.0,21.87,3.17,0.0
20230420:2303,0.0,0.0,0.0,0.0,21.49,3.17,0.0
20230421:0003,0.0,0.0,0.0,0.0,20.94,3.03,0.0
20230421:0103,0.0,0.0,0.0,0.0,20.19,2.62,0.0
20230421:0203,0.0,0.0,0.0,0.0,18.83,1.38,0.0
20230421:0303,0.0,0.0,0.0,0.0,18.69,3.03,0.0
20230421:0403,0.0,0.0,0.0,0.0,20.21,4.62,0.0
20230421:0503,0.0,51.98,1.96,10.07,20.88,4.62,0.0
20230421:0603,0.0,130.33,4.92,22.3,22.07,5.31,0.0
20230421:0703,6.83,179.0,11.89,33.48,23.0,5.66,0.0
20230421:0803,43.85,109.49,18.6,42.82,24.03,5.59,0.0
20230421:0903,42.45,201.48,18.89,49.03,25.55,5.45,0.0
20230421:1003,28.66,268.65,17.16,50.58,26.59,5.03,0.0
20230421:1103,53.18,129.81,19.89,46.96,26.97,4.55,0.0
20230421:1203,10.96,230.96,12.8,39.27,26.54,4.48,0.0
20230421:1303,0.19,177.14,8.85,29.04,25.25,4.97,0.0
20230421:1403,0.0,100.85,3.81,17.36,23.73,4.83,0.0
20230421:1503,0.0,20.17,0.76,4.85,22.42,4.21,0.0
20230421:1603,0.0,0.0,0.0,0.0,21.17,4.0,0.0
20230421:1703,0.0,0.0,0.0,0.0,20.3,3.66,0.0
20230421:1803,0.0,0.0,0.0,0.0,19.67,3.17,0.0
20230421:1903,0.0,0.0,0.0,0.0,19.72,2.41,0.0
20230421:2003,0.0,0.0,0.0,0.0,19.51,2.48,0.0
20230421:2103,0.0,0.0,0.0,0.0,19.28,2.21,0.0
20230421:2203,0.0,0.0,0.0,0.0,18.95,2.14,0.0
20230421:2303,0.0,0.0,0.0,0.0,18.83,1.79,0.0
20230422:0003,0.0,0.0,0.0,0.0,18.38,1.66,0.0
20230422:0103,0.0,0.0,0.0,0.0,18.43,1.38,0.0
20230422:0203,0.0,0.0,0.0,0.0,18.14,1.03,0.0
20230422:0303,0.0,0.0,0.0,0.0,18.24,0.69,0.0
20230422:0403,0.0,0.0,0.0,0.0,18.22,0.83,0.0
20230422:0503,0.0,52.75,1.99,9.94,18.75,0.9,0.0
20230422:0603,0.0,91.54,3.46,22.14,20.06,1.1,0.0
20230422:0703,0.99,202.97,8.05,33.28,21.95,2.07,0.0
20230422:0803,3.0,257.45,10.02,42.57,24.58,3.86,0.0
20230422:0903,0.0,185.9,6.39,48.72,26.17,4.34,0.0
20230422:1003,57.44,140.92,20.82,50.24,26.99,3.86,0.0
20230422:1103,43.87,152.05,19.04,46.63,27.73,3.79,0.0
20230422:1203,4.48,243.53,10.6,38.97,29.03,3.93,0.0
20230422:1303,0.0,72.92,2.75,28.78,29.65,3.79,0.0
20230422:1403,0.0,75.25,2.84,17.13,29.29,3.45,0.0
20230422:1503,0.0,21.72,0.82,4.64,28.29,2.62,0.0
20230422:1603,0.0,0.0,0.0,0.0,26.52,2.28,0.0
20230422:1703,0.0,0.0,0.0,0.0,25.03,2.14,0.0
20230422:1803,0.0,0.0,0.0,0.0,23.8,2.0,0.0
20230422:1903,0.0,0.0,0.0,0.0,22.52,1.38,0.0
20230422:2003,0.0,0.0,0.0,0.0,21.29,1.59,0.0
20230422:2103,0.0,0.0,0.0,0.0,20.29,1.45,0.0
20230422:2203,0.0,0.0,0.0,0.0,19.83,1.72,0.0
20230422:2303,0.0,0.0,0.0,0.0,19.65,2.21,0.0
20230423:0003,0.0,0.0,0.0,0.0,19.68,2.48,0.0
20230423:0103,0.0,0.0,0.0,0.0,19.83,2.83,0.0
20230423:0203,0.0,0.0,0.0,0.0,20.27,3.1,0.0
20230423:0303,0.0,0.0,0.0,0.0,20.5,3.17,0.0
20230423:0403,0.0,0.0,0.0,0.0,20.65,3.03,0.0
20230423:0503,0.0,42.67,1.61,9.81,20.77,2.55,0.0
20230423:0603,0.0,115.59,4.36,21.98,22.03,3.17,0.0
20230423:0703,8.78,65.86,14.97,33.07,23.44,3.17,0.0
20230423:0803,44.61,62.2,19.51,42.32,25.01,2.9,0.0
20230423:0903,67.22,64.97,22.05,48.42,26.63,2.41,0.0
20230423:1003,58.78,119.34,21.29,49.91,27.59,2.21,0.0
20230423:1103,58.46,68.61,21.09,46.31,28.21,2.21,0.0
20230423:1203,30.61,60.52,17.84,38.68,28.48,2.34,0.0
20230423:1303,0.0,86.89,3.28,28.52,28.24,2.76,0.0
20230423:1403,0.0,64.39,2.43,16.9,27.27,3.03,0.0
20230423:1503,0.0,20.95,0.79,4.43,25.55,2.76,0.0
20230423:1603,0.0,0.0,0.0,0.0,23.52,2.69,0.0
20230423:1703,0.0,0.0,0.0,0.0,22.1,2.14,0.0
20230423:1803,0.0,0.0,0.0,0.0,21.14,1.52,0.0
20230423:1903,0.0,0.0,0.0,0.0,20.59,0.69,0.0
20230423:2003,0.0,0.0,0.0,0.0,19.61,0.97,0.0
20230423:2103,0.0,0.0,0.0,0.0,18.64,1.17,0.0
20230423:2203,0.0,0.0,0.0,0.0,18.35,1.1,0.0
20230423:2303,0.0,0.0,0.0,0.0,18.89,0.83,0.0
20230424:0003,0.0,0.0,0.0,0.0,18.85,0.62,0.0
20230424:0103,0.0,0.0,0.0,0.0,18.73,0.62,0.0
20230424:0203,0.0,0.0,0.0,0.0,18.52,0.62,0.0
20230424:0303,0.0,0.0,0.0,0.0,18.07,0.9,0.0
20230424:0403,0.0,0.0,0.0,0.0,17.34,1.03,0.0
20230424:0503,0.0,41.89,1.58,9.68,17.93,0.83,0.0
20230424:0603,0.0,73.7,2.78,21.82,20.82,0.76,0.0
20230424:0703,5.19,56.19,15.08,32.87,23.19,1.66,0.0
20230424:0803,40.42,59.74,19.45,42.06,25.27,2.07,0.0
20230424:0903,62.21,64.67,21.88,48.11,27.13,2.28,0.0
20230424:1003,66.17,69.68,22.32,49.57,28.77,2.69,0.0
20230424:1103,53.53,67.78,20.88,45.98,29.92,3.1,0.0
20230424:1203,25.94,60.19,17.66,38.39,30.47,3.38,0.0
20230424:1303,0.0,123.35,4.66,28.27,30.43,3.38,0.0
20230424:1403,0.0,65.94,2.49,16.67,29.58,3.31,0.0
20230424:1503,0.0,19.39,0.73,4.23,27.85,2.83,0.0
20230424:1603,0.0,0.0,0.0,0.0,25.57,2.83,0.0
20230424:1703,0.0,0.0,0.0,0.0,24.06,2.76,0.0
20230424:1803,0.0,0.0,0.0,0.0,22.98,2.48,0.0
20230424:1903,0.0,0.0,0.0,0.0,22.03,2.55,0.0
20230424:2003,0.0,0.0,0.0,0.0,21.29,2.34,0.0
20230424:2103,0.0,0.0,0.0,0.0,20.66,2.14,0.0
20230424:2203,0.0,0.0,0.0,0.0,20.15,2.0,0.0
20230424:2303,0.0,0.0,0.0,0.0,19.82,2.07,0.0
20230425:0003,0.0,0.0,0.0,0.0,19.75,2.14,0.0
20230425:0103,0.0,0.0,0.0,0.0,19.67,2.14,0.0
20230425:0203,0.0,0.0,0.0,0.0,19.41,1.93,0.0
20230425:0303,0.0,0.0,0.0,0.0,18.75,1.38,0.0
20230425:0403,0.0,0.0,0.0,0.0,19.54,0.28,0.0
20230425:0503,0.0,49.65,1.87,9.55,19.54,0.21,0.0
20230425:0603,0.0,58.18,2.2,21.66,21.3,0.62,0.0
20230425:0703,0.31,192.28,10.4,32.67,23.51,0.83,0.0
20230425:0803,24.58,134.81,17.22,41.81,25.84,1.03,0.0
20230425:0903,24.39,229.96,17.05,47.81,27.98,2.34,0.0
20230425:1003,16.38,279.67,15.49,49.24,29.25,2.76,0.0
20230425:1103,0.0,96.36,3.31,45.66,29.93,2.69,0.0
20230425:1203,20.41,67.36,17.16,38.11,29.83,2.69,0.0
20230425:1303,0.0,159.03,6.0,28.02,29.5,2.83,0.0
20230425:1403,0.0,91.54,3.46,16.45,28.5,2.97,0.0
20230425:1503,0.0,2.33,0.09,4.03,26.75,2.83,0.0
20230425:1603,0.0,0.0,0.0,0.0,24.92,3.03,0.0
20230425:1703,0.0,0.0,0.0,0.0,23.61,2.48,0.0
20230425:1803,0.0,0.0,0.0,0.0,22.86,1.52,0.0
20230425:1903,0.0,0.0,0.0,0.0,22.87,1.1,0.0
20230425:2003,0.0,0.0,0.0,0.0,22.57,0.76,0.0
20230425:2103,0.0,0.0,0.0,0.0,22.34,0.34,0.0
20230425:2203,0.0,0.0,0.0,0.0,22.23,0.07,0.0
20230425:2303,0.0,0.0,0.0,0.0,22.15,0.14,0.0
20230426:0003,0.0,0.0,0.0,0.0,22.05,0.21,0.0
20230426:0103,0.0,0.0,0.0,0.0,21.83,0.07,0.0
20230426:0203,0.0,0.0,0.0,0.0,21.52,0.07,0.0
20230426:0303,0.0,0.0,0.0,0.0,21.3,0.28,0.0
20230426:0403,0.0,0.0,0.0,0.0,20.67,0.76,0.0
20230426:0503,0.0,49.65,1.87,9.42,20.76,0.83,0.0
20230426:0603,0.0,126.45,4.77,21.5,22.95,1.31,0.0
20230426:0703,0.0,194.72,7.35,32.47,24.59,1.03,0.0
20230426:0803,7.11,247.29,12.86,41.56,26.17,1.31,0.0
20230426:0903,20.71,237.45,16.61,47.51,27.44,1.93,0.0
20230426:1003,3.53,288.89,11.28,48.92,28.43,2.41,0.0
20230426:1103,12.9,254.81,14.7,45.35,28.84,2.76,0.0
20230426:1203,0.04,171.26,5.92,37.83,28.91,2.97,0.0
20230426:1303,0.0,148.17,5.59,27.77,28.75,3.17,0.0
20230426:1403,0.0,90.77,3.43,16.23,27.92,3.17,0.0
20230426:1503,0.0,14.74,0.56,3.83,26.86,2.9,0.0
20230426:1603,0.0,0.0,0.0,0.0,25.24,3.24,0.0
20230426:1703,0.0,0.0,0.0,0.0,23.96,3.31,0.0
20230426:1803,0.0,0.0,0.0,0.0,23.04,3.17,0.0
20230426:1903,0.0,0.0,0.0,0.0,22.35,3.03,0.0
20230426:2003,0.0,0.0,0.0,0.0,21.89,2.83,0.0
20230426:2103,0.0,0.0,0.0,0.0,21.48,2.62,0.0
20230426:2203,0.0,0.0,0.0,0.0,21.08,2.55,0.0
20230426:2303,0.0,0.0,0.0,0.0,20.97,2.55,0.0
20230427:0003,0.0,0.0,0.0,0.0,20.69,2.55,0.0
20230427:0103,0.0,0.0,0.0,0.0,20.47,2.69,0.0
20230427:0203,0.0,0.0,0.0,0.0,20.42,2.76,0.0
20230427:0303,0.0,0.0,0.0,0.0,20.34,2.97,0.0
20230427:0403,0.0,0.0,0.0,0.0,20.28,3.03,0.0
20230427:0503,0.0,45.77,1.73,9.29,20.63,3.03,0.0
20230427:0603,0.0,84.56,3.19,21.33,22.31,4.14,0.0
20230427:0703,0.0,96.2,3.63,32.27,24.42,4.55,0.0
20230427:0803,26.41,61.0,18.86,41.31,26.86,4.83,0.0
20230427:0903,44.32,81.39,20.88,47.21,29.13,4.97,0.0
20230427:1003,50.68,72.89,21.64,48.59,31.04,4.97,0.0
20230427:1103,34.41,96.98,19.57,45.04,32.5,5.1,0.0
20230427:1203,12.56,58.7,17.13,37.55,33.3,5.03,0.0
20230427:1303,0.0,161.36,6.09,27.53,33.51,5.03,0.0
20230427:1403,0.0,79.9,3.02,16.02,32.93,4.76,0.0
20230427:1503,0.0,13.19,0.5,3.64,31.56,4.07,0.0
20230427:1603,0.0,0.0,0.0,0.0,29.62,3.59,0.0
20230427:1703,0.0,0.0,0.0,0.0,28.11,3.17,0.0
20230427:1803,0.0,0.0,0.0,0.0,26.95,2.55,0.0
20230427:1903,0.0,0.0,0.0,0.0,25.79,2.48,0.0
20230427:2003,0.0,0.0,0.0,0.0,24.98,2.21,0.0
20230427:2103,0.0,0.0,0.0,0.0,24.25,2.14,0.0
20230427:2203,0.0,0.0,0.0,0.0,23.68,2.14,0.0
20230427:2303,0.0,0.0,0.0,0.0,23.11,2.0,0.0
20230428:0003,0.0,0.0,0.0,0.0,22.39,1.59,0.0
20230428:0103,0.0,0.0,0.0,0.0,22.7,0.55,0.0
20230428:0203,0.0,0.0,0.0,0.0,21.41,2.48,0.0
20230428:0303,0.0,0.0,0.0,0.0,21.58,3.03,0.0
20230428:0403,0.0,0.0,0.0,0.0,21.82,3.31,0.0
20230428:0503,0.0,48.87,1.85,9.16,22.05,2.76,0.0
20230428:0603,0.0,118.69,4.48,21.17,22.81,3.38,0.0
20230428:0703,0.0,187.74,7.09,32.07,23.88,3.31,0.0
20230428:0803,18.3,99.59,17.69,41.06,25.24,3.03,0.0
20230428:0903,27.74,161.65,18.69,46.92,26.09,2.48,0.0
20230428:1003,15.15,261.6,15.9,48.28,27.2,1.86,0.0
20230428:1103,2.08,264.86,10.28,44.73,27.75,1.24,0.0
20230428:1203,3.96,173.96,13.8,37.27,28.61,1.1,0.0
20230428:1303,0.0,119.47,4.51,27.29,28.67,1.93,0.0
20230428:1403,0.0,67.49,2.55,15.81,28.15,2.48,0.0
20230428:1503,0.0,11.64,0.44,3.45,26.84,2.76,0.0
20230428:1603,0.0,0.0,0.0,0.0,25.07,2.69,0.0
20230428:1703,0.0,0.0,0.0,0.0,23.81,2.28,0.0
20230428:1803,0.0,0.0,0.0,0.0,22.91,1.86,0.0
20230428:1903,0.0,0.0,0.0,0.0,22.34,2.0,0.0
20230428:2003,0.0,0.0,0.0,0.0,22.0,2.07,0.0
20230428:2103,0.0,0.0,0.0,0.0,21.75,2.14,0.0
